id,question,gold_answer,model_answer,semantic_similarity,bert_score,rouge_l_f1,eval_time_sec
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__No-Solicit Of Employees_0,"Highlight the parts (if any) of this contract related to ""No-Solicit Of Employees"" that should be reviewed by a lawyer. Details: Is there a restriction on a party’s soliciting or hiring employees and/or contractors from the  counterparty, whether during the contract or after the contract ends (or both)?","During the Term of this Agreement and for a period of                            twelve (12) months  thereafter,  the  Distributor (on                            behalf of itself,  each of its affiliates and each of                            their respective representatives) agrees that it will                            not  directly  or  indirectly  solicit  or  hire  any                            executive,  managerial  or technical  employee of the                            Company or any of its affiliates.","The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the solicitation of employees and/or contractors from the counterparty.
The contract does not have any restrictions on the",0.4521833658218384,0.6839924454689026,0.14285713877551035,59.07228398323059
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Non-Disparagement_0,"Highlight the parts (if any) of this contract related to ""Non-Disparagement"" that should be reviewed by a lawyer. Details: Is there a requirement on a party not to disparage the counterparty?",,,1.0,1.0,1.0,0.13048028945922852
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Termination For Convenience_0,"Highlight the parts (if any) of this contract related to ""Termination For Convenience"" that should be reviewed by a lawyer. Details: Can a party terminate this  contract without cause (solely by giving a notice and allowing a waiting  period to expire)?",,"The contract is terminated for convenience. The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor.
The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor.
The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor.
The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor.
The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor.
The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor.
The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor.
The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor.
The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor.
The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor.
The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor.
The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor.
The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor.
The contract is terminated for convenience because the contract is not being fulfilled by the distributor. The contract is terminated for convenience because the contract is not being fulfilled by the distributor.",0.0,0.0,0.0,58.57167077064514
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Rofr/Rofo/Rofn_0,"Highlight the parts (if any) of this contract related to ""Rofr/Rofo/Rofn"" that should be reviewed by a lawyer. Details: Is there a clause granting one party a right of first refusal, right of first offer or right of first negotiation to purchase, license, market, or distribute equity interest, technology, assets, products or services?",Distributor  shall exercise its option to                   become  exclusive  Distributor of other Products or devices by                   serving  written  notification  on Company of its  election to                   become  exclusive  distributor  within  thirty  (30) days upon                   which  Company  informed  Distributor  in writing of Company's                   intention  to  introduce   other   Products  or  devices.,,0.0,0.0,0.0,0.13598990440368652
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Rofr/Rofo/Rofn_1,"Highlight the parts (if any) of this contract related to ""Rofr/Rofo/Rofn"" that should be reviewed by a lawyer. Details: Is there a clause granting one party a right of first refusal, right of first offer or right of first negotiation to purchase, license, market, or distribute equity interest, technology, assets, products or services?","Should Company  introduce  other products or                   devices as contemplated by recital paragraph ""A"",  Distributor                   shall  have  the  option  of  becoming   Company's   exclusive                   distributor  of such  other  Products  or  devices  within the                   Market.",,0.0,0.0,0.0,0.1353001594543457
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Rofr/Rofo/Rofn_2,"Highlight the parts (if any) of this contract related to ""Rofr/Rofo/Rofn"" that should be reviewed by a lawyer. Details: Is there a clause granting one party a right of first refusal, right of first offer or right of first negotiation to purchase, license, market, or distribute equity interest, technology, assets, products or services?","If                   Distributor  does not exercise its option as herein  provided,                   Company may  distribute  the other  Products or devices within                   the Market itself or through other distributors.",,0.0,0.0,0.0,0.13759541511535645
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Change Of Control_0,"Highlight the parts (if any) of this contract related to ""Change Of Control"" that should be reviewed by a lawyer. Details: Does one party have the right to terminate or is consent or notice required of the counterparty if such party undergoes a change of control, such as a merger, stock sale, transfer of all or substantially all of its assets or business, or assignment by operation of law?",,"The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control"".
The contract does not contain any provisions related to ""Change Of Control",0.0,0.0,0.0,56.14070916175842
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Anti-Assignment_0,"Highlight the parts (if any) of this contract related to ""Anti-Assignment"" that should be reviewed by a lawyer. Details: Is consent or notice required of a party if the contract is assigned to a third party?","In  the  event  either  party  (a)  becomes                   adjudicated insolvent,  (b) discontinues its business, (c) has                   voluntary of  involuntary  bankruptcy  proceedings  instituted                   against  it, or (d) makes an  assignment  for the  benefit  of                   creditors, the other party shall be entitled to terminate this                   Agreement effective immediately upon written notice.",,0.0,0.0,0.0,0.14570355415344238
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Anti-Assignment_1,"Highlight the parts (if any) of this contract related to ""Anti-Assignment"" that should be reviewed by a lawyer. Details: Is consent or notice required of a party if the contract is assigned to a third party?","No  assignment  of this  Agreement  or any  right                   accruing  hereunder  shall be made by the Distributor in whole                   or in part,  without the prior written consent of the Company,                   which  consent  shall  not  be  unreasonably  withheld.",,0.0,0.0,0.0,0.13646960258483887
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Revenue/Profit Sharing_0,"Highlight the parts (if any) of this contract related to ""Revenue/Profit Sharing"" that should be reviewed by a lawyer. Details: Is one party required to share revenue or profit with the counterparty for any technology, goods, or services?",,The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the Distributor to share revenue or profit with the Company. The contract does not require the,0.0,0.0,0.0,58.947139501571655
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Price Restrictions_0,"Highlight the parts (if any) of this contract related to ""Price Restrictions"" that should be reviewed by a lawyer. Details: Is there a restriction on the  ability of a party to raise or reduce prices of technology, goods, or  services provided?","The Company  also  reserves  the right to                            increase  or  decrease  the price  per unit  based on                            Company   wide   changes   in  unit   prices  to  all                            distributors of the Company,  provided however,  that                            any price changes, other than those based on the CPI,                            shall be uniformly applied to all distributors of the                            Products   and  shall   reasonably   applied  to  all                            distributors  of the  Products  and shall  reasonably                            reflect Company's costs of manufacturing the Products                            and/or  market  demand  for  the  Products,  provided                            further  than any increase in price based upon market                            demand   shall   not  be  so  great  as  to   deprive                            Distributor  of  its  normal  and  customary   profit                            margin.",,0.0,0.0,0.0,0.13716626167297363
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Price Restrictions_1,"Highlight the parts (if any) of this contract related to ""Price Restrictions"" that should be reviewed by a lawyer. Details: Is there a restriction on the  ability of a party to raise or reduce prices of technology, goods, or  services provided?",The prices set forth in                            Section   2.4(a)  shall  be  subject  to   adjustment                            annually  on the  first  day  of  each  Product  Year                            beginning in the calendar  year 2000 and on the first                            day of each succeeding Product Year for the remainder                            of the Term and all  renewals  of this  Agreement  in                            proportion   to  the  increase  or  decrease  in  the                            Consumer  Price Index (CPI) as compared to the CPI as                            it  existed  on the  first  day of the  Term  of this                            Agreement.,,0.0,0.0,0.0,0.13717412948608398
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Minimum Commitment_0,"Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?","In                            order  to  maintain  the  exclusive  rights  to sell,                            lease, distribute and service Products in the Market,                            the Distributor must use all commercially  reasonably                            efforts to purchase for sale to  subdistributors  the                            following minimum quantities of the Products from the                            Company:

         On the  commencement of the Term  Distributor will issue to the Company an  irrevocable  letter of credit (""LC"") in the amount of Five Hundred  Thousand Dollars  ($500,000),  the form of which is  attached  hereto  as  Exhibit  A and incorporated  herein by reference.",,0.0,0.0,0.0,0.14023661613464355
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Minimum Commitment_1,"Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?",Company's representatives will                            make themselves available three days per month in the                            first   Product   Year  to  consult  with  and  train                            Distributor.,,0.0,0.0,0.0,0.13872361183166504
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Minimum Commitment_2,"Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?","If the  Distributor  shall fail to purchase the minimum number of units in any year, the  Distributor's  exclusive rights to sell and distribute the Product in the Market,  may at Company's sole option, be reevaluated.",,0.0,0.0,0.0,0.13715171813964844
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Minimum Commitment_3,"Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?","A minimum of a $250,000.00  purchase  order  must be  received  by Company by the first of each month for a total (12) month  period.",,0.0,0.0,0.0,0.13512682914733887
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Minimum Commitment_4,"Highlight the parts (if any) of this contract related to ""Minimum Commitment"" that should be reviewed by a lawyer. Details: Is there a minimum order size or minimum amount or units per-time period that one party must buy from the counterparty under the contract?","(A)    375 units in the first Product Year (1999)

                  (B)    750 units in the next succeeding Product Year; (2000)

                  (C)    937 units in the next succeeding Product Year; (2001)

                  (D)    1,171 units in the next succeeding Product Year; (2002)

                  (E)    1,463 units in the next succeeding Product Year; (2003)

                  (F)    1,828 units in the next succeeding Product Year; (2004)

                  (G)    2,285 units in the next succeeding Product Year; (2005)

                  (H)    2,856  unit each in the lat  three  years of                          the initial Term of this  Agreement  and any                          renewals thereof.",,0.0,0.0,0.0,0.13356900215148926
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Volume Restriction_0,"Highlight the parts (if any) of this contract related to ""Volume Restriction"" that should be reviewed by a lawyer. Details: Is there a fee increase or consent requirement, etc. if one party’s use of the product/services exceeds certain threshold?",,,1.0,1.0,1.0,0.13846659660339355
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Ip Ownership Assignment_0,"Highlight the parts (if any) of this contract related to ""Ip Ownership Assignment"" that should be reviewed by a lawyer. Details: Does intellectual property created  by one party become the property of the counterparty, either per the terms of the contract or upon the occurrence of certain events?",,The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property. The contract does not mention anything about the ownership of the intellectual property,0.0,0.0,0.0,58.34506177902222
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Joint Ip Ownership_0,"Highlight the parts (if any) of this contract related to ""Joint Ip Ownership"" that should be reviewed by a lawyer. Details: Is there any clause providing for joint or shared ownership of intellectual property between the parties to the contract?",,"The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for joint or shared ownership of intellectual property between the parties to the contract.
The contract does not contain any clause providing for",0.0,0.0,0.0,59.66465663909912
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__License Grant_0,"Highlight the parts (if any) of this contract related to ""License Grant"" that should be reviewed by a lawyer. Details: Does the contract contain a license granted by one party to its counterparty?","Company  hereby   appoints                            Distributor as Company's exclusive distributor within                            the Market and grants to  Distributor  the  exclusive                            right  to sell and  distribute  Products  within  the                            Market,   and   Distributor   hereby   accepts   such                            appointment  and such grant,  in accordance  with the                            terms and conditions of this  Agreement.","The contract does not contain a license granted by one party to its counterparty.
The Distributor acknowledges and agrees the except as provided by Section 1.2 of this Agreement, this Agreement will not be construed as granting by implication, estopped or otherwise any license or other right of use with respect to any present or future patent, copyright, trademark, trade name or other proprietary right owned by or licensed to the Company or any of its affiliates.

agreements or duties in connection with this Agreement; (b) any negligence or fault; (c) any violation by either of them of the patent, copyright, trademark or other intellectual property rights of third parties. In addition, Company agrees to indemnify, defend and hold harmless Distributor from and against all suits, claims, obligation

t create the relationship of principal and agent between the Company and the Distributor for any purpose whatsoever. This Agreement shall not be construed as constituting the Distributor and the Company as partners, joint venturers, or as creating any other form of legal association or arrangement which would",0.5994178056716919,0.6988891363143921,0.14492753274837225,59.110875368118286
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__License Grant_1,"Highlight the parts (if any) of this contract related to ""License Grant"" that should be reviewed by a lawyer. Details: Does the contract contain a license granted by one party to its counterparty?","The Company  hereby grants the  Distributor                            the right to do business  and use the name  ""Electric                            City of  Illinois""  or a  similar  variation  thereof                            (collectively   the   ""Names"")  for  use  under  this                            Agreement.","The contract does not contain a license granted by one party to its counterparty.
The Distributor acknowledges and agrees the except as provided by Section 1.2 of this Agreement, this Agreement will not be construed as granting by implication, estopped or otherwise any license or other right of use with respect to any present or future patent, copyright, trademark, trade name or other proprietary right owned by or licensed to the Company or any of its affiliates.

agreements or duties in connection with this Agreement; (b) any negligence or fault; (c) any violation by either of them of the patent, copyright, trademark or other intellectual property rights of third parties. In addition, Company agrees to indemnify, defend and hold harmless Distributor from and against all suits, claims, obligation

t create the relationship of principal and agent between the Company and the Distributor for any purpose whatsoever. This Agreement shall not be construed as constituting the Distributor and the Company as partners, joint venturers, or as creating any other form of legal association or arrangement which would",0.4460538625717163,0.7102838754653931,0.20740740411961592,59.294098138809204
LIMEENERGYCO_09_09_1999-EX-10-DISTRIBUTOR AGREEMENT__Non-Transferable License_0,"Highlight the parts (if any) of this contract related to ""Non-Transferable License"" that should be reviewed by a lawyer. Details: Does the contract limit the ability of a party to transfer the license being granted to a third party?",,"The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to transfer the license being granted to a third party.
The contract does not limit the ability of a party to",0.0,0.0,0.0,58.54820704460144
